id,label
958,8
959,2
960,1
961,6
962,1
963,1
964,1
965,3
966,1
967,8
968,7
969,9
970,7
971,5
972,3
973,2
974,6
975,5
976,0
977,5
978,4
979,9
980,0
981,0
982,0
983,5
984,0
985,3
986,2
987,8
988,9
989,9
990,4
991,1
992,9
993,3
994,6
995,1
996,8
997,5
998,9
999,0
1000,3
1001,3
1002,0
1003,7
1004,5
1005,5
1006,0
1007,7
1008,5
1009,9
1010,9
1011,7
1012,2
1013,4
1014,5
1015,0
1016,4
1017,7
1018,4
1019,9
1020,2
1021,9
1022,2
1023,8
1024,9
1025,2
1026,4
1027,3
1028,8
1029,9
1030,0
1031,7
1032,5
1033,9
1034,9
1035,4
1036,3
1037,2
1038,6
1039,9
1040,6
1041,7
1042,1
1043,7
1044,9
1045,6
1046,6
1047,4
1048,3
1049,5
1050,5
1051,2
1052,1
1053,8
1054,8
1055,6
1056,5
1057,0
1058,8
1059,7
1060,9
1061,7
1062,8
1063,0
1064,5
1065,8
1066,8
1067,4
1068,7
1069,9
1070,0
1071,3
1072,3
1073,0
1074,5
1075,3
1076,0
1077,8
1078,4
1079,7
1080,5
1081,3
1082,7
1083,2
1084,8
1085,2
1086,1
1087,5
1088,7
1089,1
1090,7
1091,8
1092,3
1093,3
1094,4
1095,2
1096,7
1097,0
1098,6
1099,7
1100,8
1101,6
1102,6
1103,3
1104,7
1105,1
1106,8
1107,1
1108,1
1109,5
1110,6
1111,1
1112,2
1113,9
1114,2
1115,2
1116,1
1117,0
1118,9
1119,0
1120,4
1121,4
1122,8
1123,2
1124,7
1125,2
1126,9
1127,4
1128,2
1129,0
1130,1
1131,2
1132,1
1133,1
1134,3
1135,0
1136,3
1137,2
1138,5
1139,3
1140,2
1141,3
1142,5
1143,4
1144,6
1145,4
1146,6
1147,4
1148,2
1149,6
1150,0
1151,3
1152,4
1153,1
1154,5
1155,4
1156,4
1157,2
1158,9
1159,4
1160,1
1161,1
1162,2
1163,3
1164,4
1165,5
1166,9
1167,7
1168,7
1169,0
1170,8
1171,9
1172,2
1173,1
1174,1
1175,2
1176,2
1177,7
1178,3
1179,8
1180,5
1181,4
1182,3
1183,6
1184,8
1185,0
1186,0
1187,1
1188,8
1189,7
1190,1
1191,2
1192,7
1193,3
1194,8
1195,7
1196,9
1197,1
1198,4
1199,6
1200,3
1201,5
1202,4
1203,8
1204,6
1205,5
1206,5
1207,5
1208,4
1209,7
1210,4
1211,6
1212,7
1213,4
1214,1
1215,9
1216,1
1217,2
1218,5
1219,6
1220,1
1221,2
1222,2
1223,4
1224,0
1225,7
1226,9
1227,5
1228,8
1229,1
1230,0
1231,6
1232,0
1233,0
1234,0
1235,4
1236,7
1237,4
1238,2
1239,4
1240,9
1241,5
1242,0
1243,5
1244,4
1245,5
1246,1
1247,8
1248,6
1249,7
1250,7
1251,2
1252,2
1253,6
1254,6
1255,9
1256,9
1257,6
1258,5
1259,5
1260,8
1261,0
1262,1
1263,4
1264,0
1265,2
1266,5
1267,6
1268,6
1269,2
1270,3
1271,6
1272,8
1273,3
1274,6
1275,3
1276,7
1277,3
1278,1
1279,2
1280,0
1281,0
1282,5
1283,3
1284,0
1285,2
1286,1
1287,8
1288,2
1289,7
1290,1
1291,4
1292,7
1293,6
1294,3
1295,6
1296,2
1297,1
1298,9
1299,6
1300,3
1301,1
1302,1
1303,5
1304,6
1305,1
1306,5
1307,6
1308,3
1309,8
1310,0
1311,1
1312,6
1313,2
1314,0
1315,7
1316,4
1317,8
1318,0
1319,5
1320,3
1321,2
1322,0
1323,8
1324,9
1325,1
1326,0
1327,6
1328,8
1329,0
1330,3
1331,1
1332,2
1333,3
1334,3
1335,7
1336,4
1337,8
1338,2
1339,1
1340,5
1341,4
1342,7
1343,8
1344,3
1345,7
1346,6
1347,3
1348,0
1349,7
1350,5
1351,4
1352,1
1353,2
1354,7
1355,6
1356,3
1357,9
1358,7
1359,0
1360,4
1361,4
1362,6
1363,0
1364,4
1365,6
1366,5
1367,1
1368,5
1369,0
1370,0
1371,2
1372,7
1373,4
1374,1
1375,0
1376,9
1377,5
1378,4
1379,5
1380,2
1381,8
1382,0
1383,4
1384,5
1385,3
1386,7
1387,1
1388,3
1389,1
1390,0
1391,1
1392,2
1393,7
1394,8
1395,4
1396,5
1397,2
1398,6
1399,2
1400,9
1401,2
1402,3
1403,4
1404,0
1405,4
1406,4
1407,0
1408,6
1409,3
1410,7
1411,9
1412,6
1413,9
1414,8
1415,9
1416,6
1417,1
1418,2
1419,9
1420,4
1421,6
1422,0
1423,6
1424,1
1425,7
1426,3
1427,9
1428,8
1429,9
1430,3
1431,9
1432,2
1433,2
1434,9
1435,2
1436,6
1437,6
1438,2
1439,4
1440,0
1441,3
1442,5
1443,5
1444,5
1445,0
1446,4
1447,8
1448,5
1449,7
1450,2
1451,8
1452,9
1453,6
1454,0
1455,2
1456,3
1457,6
1458,7
1459,4
1460,9
1461,1
1462,0
1463,7
1464,4
1465,2
1466,9
1467,7
1468,3
1469,2
1470,5
1471,5
1472,0
1473,3
1474,1
1475,3
1476,8
1477,7
1478,2
1479,4
1480,1
1481,1
1482,6
1483,1
1484,5
1485,1
1486,2
1487,7
1488,2
1489,1
1490,6
1491,1
1492,8
1493,8
1494,3
1495,6
1496,1
1497,1
1498,6
1499,6
1500,1
1501,4
1502,1
1503,0
1504,0
1505,5
1506,0
1507,1
1508,7
1509,0
1510,1
1511,1
1512,0
1513,4
1514,4
1515,2
1516,0
1517,9
1518,0
1519,8
1520,5
1521,3
1522,4
1523,5
1524,2
1525,0
1526,8
1527,7
1528,1
1529,2
1530,5
1531,0
1532,7
1533,1
1534,8
1535,0
1536,9
1537,9
1538,2
1539,0
1540,2
1541,6
1542,7
1543,7
1544,2
1545,5
1546,2
1547,3
1548,8
1549,7
1550,0
1551,4
1552,4
1553,7
1554,9
1555,4
1556,3
1557,1
1558,5
1559,1
1560,8
1561,3
1562,4
1563,4
1564,9
1565,0
1566,6
1567,4
1568,1
1569,3
1570,2
1571,1
1572,1
1573,8
1574,5
1575,3
1576,5
1577,5
1578,4
1579,9
1580,9
1581,2
1582,0
1583,8
1584,5
1585,9
1586,1
1587,8
1588,0
1589,1
1590,4
1591,9
1592,3
1593,9
1594,0
1595,1
1596,2
1597,0
1598,2
1599,4
1600,5
1601,1
1602,2
1603,9
1604,2
1605,6
1606,1
1607,2
1608,9
1609,3
1610,0
1611,1
1612,7
1613,6
1614,7
1615,3
1616,0
1617,8
1618,7
1619,8
1620,6
1621,4
1622,7
1623,2
1624,5
1625,0
1626,7
1627,3
1628,9
1629,3
1630,3
1631,3
1632,2
1633,6
1634,3
1635,2
1636,8
1637,1
1638,3
1639,6
1640,3
1641,3
1642,3
1643,4
1644,2
1645,5
1646,0
1647,8
1648,1
1649,1
1650,0
1651,6
1652,6
1653,3
1654,6
1655,7
1656,6
1657,5
1658,4
1659,4
1660,3
1661,6
1662,6
1663,5
1664,9
1665,2
1666,4
1667,0
1668,7
1669,3
1670,8
1671,3
1672,3
1673,3
1674,1
1675,6
1676,6
1677,4
1678,9
1679,3
1680,4
1681,4
1682,8
1683,6
1684,0
1685,1
1686,7
1687,0
1688,7
1689,2
1690,2
1691,6
1692,1
1693,0
1694,2
1695,7
1696,2
1697,9
1698,0
1699,9
1700,4
1701,8
1702,0
1703,0
1704,2
1705,8
1706,6
1707,4
1708,2
1709,4
1710,3
1711,2
1712,4
1713,3
1714,5
1715,6
1716,2
1717,0
1718,3
1719,3
1720,3
1721,9
1722,3
1723,6
1724,6
1725,1
1726,9
1727,5
1728,8
1729,7
1730,2
1731,9
1732,2
1733,4
1734,7
1735,8
1736,9
1737,7
1738,5
1739,8
1740,6
1741,2
1742,6
1743,8
1744,6
1745,3
1746,3
1747,1
1748,2
1749,1
1750,2
1751,0
1752,0
1753,1
1754,6
1755,1
1756,5
1757,4
1758,1
1759,6
1760,1
1761,7
1762,7
1763,0
1764,1
1765,5
1766,1
1767,4
1768,6
1769,0
1770,2
1771,1
1772,7
1773,8
1774,6
1775,1
1776,2
1777,0
1778,0
1779,3
1780,0
1781,5
1782,1
1783,4
1784,6
1785,7
1786,0
1787,0
1788,2
1789,3
1790,1
1791,4
1792,4
1793,7
1794,9
1795,6
1796,1
1797,8
1798,3
1799,5
1800,9
1801,6
1802,7
1803,0
1804,7
1805,0
1806,3
1807,8
1808,0
1809,4
1810,5
1811,7
1812,4
1813,4
1814,6
1815,7
1816,1
1817,9
1818,9
1819,0
1820,7
1821,1
1822,1
1823,4
1824,9
1825,8
1826,2
1827,1
1828,4
1829,7
1830,3
1831,7
1832,6
1833,2
1834,7
1835,2
1836,1
1837,2
1838,8
1839,0
1840,2
1841,8
1842,7
1843,0
1844,0
1845,6
1846,5
1847,2
1848,9
1849,4
1850,1
1851,7
1852,3
1853,8
1854,1
1855,3
1856,0
1857,0
1858,0
1859,6
1860,3
1861,3
1862,4
1863,7
1864,0
1865,7
1866,1
1867,0
1868,8
1869,1
1870,7
1871,5
1872,3
1873,6
1874,0
1875,3
1876,1
1877,5
1878,4
1879,3
1880,7
1881,4
1882,2
1883,0
1884,6
1885,6
1886,7
1887,5
1888,2
1889,8
1890,3
1891,6
1892,3
1893,5
1894,9
1895,3
1896,3
1897,1
1898,3
1899,4
1900,9
1901,0
1902,7
1903,5
1904,1
1905,5
1906,9
1907,5
1908,6
1909,4
1910,2
1911,7
1912,4
1913,1
1914,1
1915,0
1916,8
1917,2
1918,5
1919,9
1920,6
1921,1
1922,2
1923,7
1924,2
1925,8
1926,3
1927,2
1928,3
1929,3
1930,4
1931,1
1932,1
1933,9
1934,7
1935,8
1936,8
1937,2
1938,0
1939,0
1940,0
1941,8
1942,4
1943,5
1944,8
1945,0
1946,4
1947,6
1948,8
1949,7
1950,4
1951,3
1952,4
1953,3
1954,3
1955,0
1956,4
1957,1
1958,7
1959,6
1960,4
1961,3
1962,7
1963,4
1964,7
1965,5
1966,4
1967,1
1968,2
1969,0
1970,2
1971,1
1972,7
1973,2
1974,3
1975,1
1976,0
1977,0
1978,6
1979,8
1980,0
1981,0
1982,3
1983,8
1984,1
1985,7
1986,9
1987,1
1988,8
1989,8
1990,6
1991,3
1992,2
1993,1
1994,8
1995,3
1996,8
1997,0
1998,0
1999,2
2000,2
2001,7
2002,8
2003,4
2004,0
2005,9
2006,7
2007,2
2008,2
2009,3
2010,9
2011,0
2012,4
2013,4
2014,5
2015,6
2016,9
2017,5
2018,0
2019,6
2020,1
2021,7
2022,5
2023,4
2024,7
2025,7
2026,3
2027,6
2028,3
2029,5
2030,7
2031,3
2032,7
2033,8
2034,7
2035,2
2036,0
2037,6
2038,1
2039,9
2040,4
2041,3
2042,7
2043,1
2044,7
2045,7
2046,9
2047,2
2048,5
2049,7
2050,2
2051,5
2052,6
2053,7
2054,3
2055,1
2056,3
2057,1
2058,1
2059,0
2060,7
2061,0
2062,8
2063,9
2064,4
2065,8
2066,2
2067,0
2068,6
2069,3
2070,2
2071,0
2072,5
2073,2
2074,6
2075,1
2076,7
2077,5
2078,0
2079,5
2080,7
2081,5
2082,3
2083,4
2084,8
2085,7
2086,4
2087,3
2088,5
2089,2
2090,8
2091,4
2092,8
2093,2
2094,9
2095,0
2096,8
2097,1
2098,3
2099,1
2100,4
2101,9
2102,6
2103,3
2104,0
2105,3
2106,3
2107,7
2108,4
2109,1
2110,2
2111,2
2112,9
2113,7
2114,1
2115,4
2116,0
2117,7
2118,4
2119,7
2120,1
2121,0
2122,9
2123,7
2124,1
2125,7
2126,6
2127,1
2128,1
2129,3
2130,5
2131,3
2132,8
2133,3
2134,1
2135,6
2136,8
2137,7
2138,0
2139,1
2140,7
2141,7
2142,5
2143,1
2144,4
2145,5
2146,6
2147,6
2148,0
2149,9
2150,9
2151,6
2152,8
2153,7
2154,7
2155,9
2156,0
2157,4
2158,7
2159,6
2160,9
2161,2
2162,5
2163,2
2164,0
2165,9
2166,2
2167,1
2168,3
2169,3
2170,7
2171,3
2172,0
2173,5
2174,1
2175,9
2176,2
2177,1
2178,0
2179,8
2180,1
2181,2
2182,9
2183,9
2184,0
2185,0
2186,6
2187,3
2188,0
2189,0
2190,6
2191,3
2192,3
2193,8
2194,4
2195,6
2196,7
2197,2
2198,2
2199,0
2200,4
2201,1
2202,9
2203,1
2204,6
2205,5
2206,9
2207,1
2208,6
2209,9
2210,6
2211,4
2212,7
2213,0
2214,3
2215,0
2216,4
2217,1
2218,3
2219,3
2220,3
2221,7
2222,2
2223,1
2224,3
2225,1
2226,1
2227,6
2228,4
2229,2
2230,6
2231,1
2232,1
2233,7
2234,6
2235,2
2236,5
2237,4
2238,8
2239,8
2240,8
2241,6
2242,0
2243,1
2244,0
2245,7
2246,8
2247,2
2248,0
2249,6
2250,2
2251,2
2252,2
2253,3
2254,1
2255,2
2256,0
2257,4
2258,9
2259,1
2260,2
2261,5
2262,1
2263,1
2264,0
2265,2
2266,0
2267,7
2268,3
2269,7
2270,6
2271,3
2272,1
2273,5
2274,1
2275,9
2276,9
2277,3
2278,0
2279,2
2280,2
2281,5
2282,5
2283,2
2284,2
2285,1
2286,3
2287,6
2288,3
2289,4
2290,9
2291,1
2292,6
2293,9
2294,2
2295,3
2296,2
2297,7
2298,9
2299,1
2300,9
2301,4
2302,5
2303,7
2304,9
2305,7
2306,1
2307,0
2308,6
2309,6
2310,7
2311,2
2312,1
2313,8
2314,4
2315,9
2316,1
2317,3
2318,5
2319,1
2320,0
2321,6
2322,3
2323,5
2324,9
2325,5
2326,7
2327,7
2328,2
2329,5
2330,0
2331,0
2332,5
2333,5
2334,8
2335,9
2336,6
2337,9
2338,0
2339,4
2340,0
2341,2
2342,9
2343,8
2344,6
2345,2
2346,2
2347,6
2348,9
2349,3
2350,4
2351,8
2352,6
2353,0
2354,7
2355,5
2356,8
2357,3
2358,0
2359,1
2360,8
2361,8
2362,0
2363,1
2364,0
2365,8
2366,8
2367,9
2368,1
2369,1
2370,4
2371,2
2372,2
2373,2
2374,9
2375,8
2376,2
2377,3
2378,2
2379,1
2380,6
2381,7
2382,1
2383,4
2384,2
2385,1
2386,1
2387,1
2388,3
2389,6
2390,7
2391,4
2392,2
2393,7
2394,3
2395,1
2396,3
2397,2
2398,5
2399,0
2400,9
2401,1
2402,6
2403,6
2404,1
2405,1
2406,0
2407,1
2408,1
2409,8
2410,7
2411,4
2412,5
2413,1
2414,9
2415,6
2416,3
2417,2
2418,7
2419,1
2420,1
2421,6
2422,0
2423,7
2424,0
2425,2
2426,1
2427,1
2428,0
2429,9
2430,0
2431,4
2432,6
2433,3
2434,9
2435,1
2436,5
2437,2
2438,4
2439,3
2440,1
2441,6
2442,4
2443,9
2444,1
2445,2
2446,7
2447,3
2448,8
2449,1
2450,8
2451,0
2452,2
2453,7
2454,2
2455,0
2456,5
2457,9
2458,9
2459,1
2460,8
2461,9
2462,5
2463,0
2464,7
2465,2
2466,7
2467,3
2468,8
2469,9
2470,5
2471,0
2472,9
2473,5
2474,3
2475,8
2476,5
2477,7
2478,8
2479,7
2480,0
2481,1
2482,9
2483,4
2484,8
2485,0
2486,4
2487,5
2488,0
2489,0
2490,6
2491,1
2492,7
2493,0
2494,0
2495,6
2496,3
2497,9
2498,1
2499,9
2500,0
2501,7
2502,3
2503,0
2504,2
2505,2
2506,2
2507,8
2508,8
2509,2
2510,0
2511,7
2512,2
2513,4
2514,5
2515,7
2516,3
2517,1
2518,4
2519,5
2520,4
2521,4
2522,1
2523,9
2524,0
2525,7
2526,5
2527,1
2528,0
2529,3
2530,7
2531,7
2532,6
2533,2
2534,3
2535,8
2536,8
2537,6
2538,3
2539,0
2540,5
2541,2
2542,1
2543,0
2544,2
2545,8
2546,5
2547,1
2548,1
2549,5
2550,4
2551,6
2552,7
2553,6
2554,8
2555,4
2556,1
2557,4
2558,3
2559,4
2560,3
2561,7
2562,5
2563,2
2564,0
2565,9
2566,2
2567,2
2568,6
2569,2
2570,6
2571,4
2572,1
2573,1
2574,3
2575,3
2576,1
2577,3
2578,8
2579,5
2580,7
2581,1
2582,0
2583,3
2584,0
2585,8
2586,8
2587,2
2588,2
2589,0
2590,5
2591,0
2592,3
2593,3
2594,5
2595,0
2596,0
2597,1
2598,7
2599,8
2600,3
2601,5
2602,3
2603,3
2604,8
2605,0
2606,4
2607,7
2608,2
2609,7
2610,4
2611,5
2612,4
2613,8
2614,0
2615,4
2616,9
2617,8
2618,9
2619,8
2620,5
2621,3
2622,0
2623,1
2624,7
2625,0
2626,5
2627,3
2628,6
2629,2
2630,0
2631,1
2632,0
2633,6
2634,3
2635,9
2636,9
2637,7
2638,4
2639,6
2640,8
2641,5
2642,7
2643,9
2644,3
2645,5
2646,0
2647,4
2648,0
2649,2
2650,7
2651,2
2652,6
2653,5
2654,3
2655,9
2656,9
2657,2
2658,1
2659,9
2660,5
2661,2
2662,2
2663,0
2664,1
2665,0
2666,1
2667,8
2668,4
2669,5
2670,6
2671,6
2672,2
2673,2
2674,9
2675,7
2676,7
2677,7
2678,3
2679,6
2680,1
2681,4
2682,4
2683,5
2684,8
2685,5
2686,8
2687,0
2688,0
2689,2
2690,6
2691,9
2692,7
2693,5
2694,7
2695,4
2696,0
2697,6
2698,3
2699,6
2700,1
2701,4
2702,0
2703,7
2704,2
2705,0
2706,3
2707,9
2708,4
2709,9
2710,7
2711,6
2712,1
2713,5
2714,0
2715,1
2716,2
2717,2
2718,5
2719,6
2720,3
2721,2
2722,8
2723,1
2724,5
2725,3
2726,1
2727,2
2728,7
2729,5
2730,2
2731,0
2732,5
2733,4
2734,9
2735,7
2736,5
2737,5
2738,7
2739,4
2740,0
2741,6
2742,1
2743,2
2744,1
2745,7
2746,4
2747,9
2748,1
2749,2
2750,2
2751,3
2752,4
2753,9
2754,0
2755,4
2756,4
2757,4
2758,6
2759,1
2760,1
2761,6
2762,8
2763,6
2764,3
2765,7
2766,7
2767,3
2768,0
2769,6
2770,6
2771,5
2772,0
2773,7
2774,0
2775,3
2776,4
2777,4
2778,0
2779,9
2780,6
2781,2
2782,8
2783,3
2784,5
2785,0
2786,0
2787,3
2788,9
2789,1
2790,3
2791,1
2792,6
2793,3
2794,3
2795,8
2796,8
2797,4
2798,4
2799,1
2800,7
2801,5
2802,1
2803,5
2804,2
2805,5
2806,9
2807,5
2808,1
2809,3
2810,3
2811,8
2812,0
2813,4
2814,9
2815,1
2816,0
2817,7
2818,1
2819,1
2820,9
2821,0
2822,3
2823,0
2824,3
2825,6
2826,3
2827,6
2828,0
2829,7
2830,5
2831,2
2832,4
2833,0
2834,6
2835,8
2836,8
2837,5
2838,1
2839,6
2840,6
2841,3
2842,8
2843,4
2844,1
2845,2
2846,4
2847,2
2848,7
2849,8
2850,7
2851,7
2852,7
2853,8
2854,9
2855,0
2856,3
2857,4
2858,7
2859,3
2860,7
2861,1
2862,4
2863,0
2864,2
2865,6
2866,9
2867,7
2868,0
2869,8
2870,7
2871,8
2872,6
2873,8
2874,4
2875,0
2876,7
2877,5
2878,4
2879,1
2880,1
2881,2
2882,1
2883,3
2884,9
2885,1
2886,7
2887,6
2888,0
2889,5
2890,9
2891,1
2892,1
2893,9
2894,0
2895,9
2896,0
2897,2
2898,2
2899,9
2900,4
2901,4
2902,9
2903,1
2904,4
2905,6
2906,0
2907,6
2908,5
2909,4
2910,7
2911,2
2912,1
2913,6
2914,1
2915,4
2916,0
2917,1
2918,5
2919,6
2920,0
2921,2
2922,3
2923,6
2924,8
2925,0
2926,6
2927,1
2928,4
2929,6
2930,8
2931,3
2932,4
2933,4
2934,6
2935,7
2936,9
2937,8
2938,1
2939,1
2940,8
2941,5
2942,3
2943,3
2944,5
2945,6
2946,6
2947,1
2948,9
2949,2
2950,2
2951,0
2952,6
2953,4
2954,6
2955,6
2956,5
2957,6
2958,0
2959,7
2960,6
2961,3
2962,1
2963,2
2964,6
2965,3
2966,0
2967,5
2968,4
2969,3
2970,3
2971,5
2972,1
2973,9
2974,2
2975,0
2976,1
2977,9
2978,4
2979,0
2980,6
2981,6
2982,9
2983,2
2984,1
2985,0
2986,4
2987,8
2988,9
2989,1
2990,5
2991,5
2992,0
2993,4
2994,9
2995,5
2996,3
2997,3
